"movieCd","movieNm","openDt","showTm","director","actors","genres","watchGradeNm","posterUrl","overview"
"20030410","실미도","20031224","135","강우석","설경구, 안성기, 허준호, 정재영, 임경호, 임원희, 강성진, 강신일, 이도겸, 엄태웅, 김강우, 신성호, 박진수, 김봉식, 김진휘, 윤효석, 이경근, 조민준, 류제승, 이용도, 이효정, 석재승, 김문희, 최진, 심정운, 주경탁, 백성기, 최명규, 전병윤, 유상섭, 이성원","Action, Drama","15세관람가","https://image.tmdb.org/t/p/w500/jwE6cVIoJ4JP397yMGfBBpHMJmF.jpg","On 31 January 1968, 31 North Korean commandos infiltrated South Korea in a failed mission to assassinate President Park Chung-hee. In revenge, the South Korean military assembled a team of 31 criminals on the island of Silmido to kill Kim Il-sung for a suicide mission to redeem their honor, but was cancelled, leaving them frustrated. It is loosely based on a military uprising in the 1970s."
"20030316","반지의 제왕 : 왕의 귀환","20031217","262","피터 잭슨","비고 모텐슨, 일라이저 우드, 이안 맥켈런, 숀 애스틴, 리브 타일러, 올랜도 블룸, 숀 빈, 빌리 보이드, 케이트 블란쳇, 휴고 위빙","Adventure, Fantasy, Action","12세관람가","https://image.tmdb.org/t/p/w500/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg","As armies mass for a final battle that will decide the fate of the world--and powerful, ancient forces of Light and Dark compete to determine the outcome--one member of the Fellowship of the Ring is revealed as the noble heir to the throne of the Kings of Men. Yet, the sole hope for triumph over evil lies with a brave hobbit, Frodo, who, accompanied by his loyal friend Sam and the hideous, wretched Gollum, ventures deep into the very dark heart of Mordor on his seemingly impossible quest to destroy the Ring of Power.?"
"20030420","동해물과 백두산이","20031231","104","안진우","정준호, 공형진, 류현경, 박정우, 박상욱, 이혜미, 신현탁, 정경순, 김광규, 오지혜, 김유신, 문성현, 윤지영, 정지영, 양지은, 한재영, 한창현, 박윤호","Comedy","15세관람가","https://image.tmdb.org/t/p/w500/bBWOPWaeYjzn2Y5pyH8reIkqYNI.jpg","Two friends accidentally drift from North Korea into South Korea after falling asleep during a fishing trip. Broke and unable to get home, they enter a singing contest whose grand prize is a trip to North Korea!"
"20030404","러브 액츄얼리","20031205","130","리차드 커티스","휴 그랜트, 콜린 퍼스, 알란 릭맨, 엠마 톰슨, 리암 니슨, 로라 린니, 키이라 나이틀리, 마틴 맥커천, 빌 나이","Comedy, Romance, Drama","15세관람가","https://image.tmdb.org/t/p/w500/7QPeVsr9rcFU9Gl90yg0gTOTpVv.jpg","Eight very different couples deal with their love lives in various loosely interrelated tales all set during a frantic month before Christmas in London."
"20030426","더 캣","20031231","85","보 웰치","마이크 마이어스, 알렉 볼드윈","Documentary","전체관람가","https://image.tmdb.org/t/p/w500/bH27INYEvDCD38aJ816aowcCncX.jpg","An unemployed American worker, a Tea Party activist, and a Chinese solar entrepreneur. But who wins and who loses the battle for power in the 21st century? Through interwoven character dramas spanning the U.S. and China, Catching the Sun explores the global economic race to lead the clean energy future."
"20030350","올드보이","20031121","120","박찬욱","최민식, 유지태, 강혜정, 김병옥, 오달수, 이승신, 윤진서, 지대한, 오태경, 유연석, 이대연, 오광록, 김수현, 용이, 박명신, 김원중, 박재용, 박지훈, 한정옥, 박근석, 곽정애, 임설아, 박성규, 오영주, 임승용, 최재섭","Drama, Thriller, Mystery, Action","18세관람가","https://image.tmdb.org/t/p/w500/pWDtjs568ZfOTMbURQBYuT4Qxka.jpg","With no clue how he came to be imprisoned, drugged and tortured for 15 years, a desperate man seeks revenge on his captors."
"20030408","해피 에로 크리스마스","20031217","110","이건동","김선아, 차태현, 박영규, 김지영, 홍성규, 조상렬, 김중기, 송윤희, 조미영, 신영운, 박윤미, 최창우, 김현두, 박창호, 김경란, 김동규, 고현용, 천승철, 김선용, 윤동원, 박성범, 최영두, 김형범, 정석용, 오태경, 손진호, 박충선, 염동헌, 이청아, 오창경","Romance, Comedy","15세관람가","https://image.tmdb.org/t/p/w500/bSXLuYWNUullHxiQ6E8X77yDf07.jpg","Byung-ki is a clumsy village policeman who helps out with trivial tasks like distributing promotional papers, though he dreams of fighting evil. One day, he runs into Min-kyong, an employee at the neighborhood bowling alley, and falls for her at first sight. However, his attempts to woo her go unnoticed. Meanwhile, Sang-doo, the boss of the local gang?with whom Byung-ki harbors a boyhood grudge?also swoons over Min-kyong and vows to take her virginity on Christmas Eve."
"20030425","스노우 보더","20031224","93","올리아스 바르코","니콜라스 뒤보셸, 그레고리 콜린","장르 정보 없음","15세관람가","포스터 정보 없음","줄거리 정보 없음"
"20030430","라스트 사무라이","20040109","144","에드워드 즈윅","톰 크루즈, 와타나베 켄","Documentary","15세관람가","https://image.tmdb.org/t/p/w500/nklWhTBnbFw0NutlupxNbDB9TZZ.jpg","An account of the life and work of legendary Japanese actor Toshir? Mifune (1920-97), the most prominent actor of the Golden Age of Japanese cinema."
"20030424","루니 툰 : 백 인 액션","20031224","90","조 단테","브렌든 프레이저, 제나 엘프만, 티모시 달튼","Animation, Comedy, Family","전체관람가","https://image.tmdb.org/t/p/w500/kFfcjQvKvsfrzF5W7p2D6nEtbAq.jpg","Fed up with all the attention going to Bugs Bunny, Daffy Duck quits Hollywood, teams up with recently-fired stuntman Damien Drake Jr. and embarks on a round-the-world adventure, along with Bugs and The VP of Warner Bros. Their mission? Find Damien's father, and the missing blue diamond... and stay one step ahead of The Acme Corp., who wants the diamond for their own purposes."
"20030433","말죽거리 잔혹사","20040116","115","유하","권상우, 이정진, 한가인, 김인권, 박효준, 이종혁, 백봉기, 김동영, 강동수, 김대성, 이민구, 조주연, 민성주, 김성문, 최선중, 전진우, 김소라, 김수민, 정영민, 정진모, 우성, 김정열, 양종규, 이광재, 이진욱, 이혜선, 서동원, 천호진, 김부선, 안내상, 조진웅, 이동연, 박수영, 김병춘, 한재영, 권태원, 백주희, 박혁민","Romance, Drama, Action","15세관람가","https://image.tmdb.org/t/p/w500/sUQcZdu7EfYC9Ljz7vanUJfzVQg.jpg","A model student transfers to the notorious Jungmoon High School known for its severe corporal punishment by teachers and power struggles between school gangs."
"20030435","내사랑 싸가지","20040116","95","신동엽","김재원, 진태현, 하지원, 김지훈, 한민, 강정호, 김상혁, 유현호, 최용준, 김용건, 김창완, 임혁필, 김민경","장르 정보 없음","12세관람가","포스터 정보 없음","줄거리 정보 없음"
"20040442","피터 팬","20040116","113","P.J. 호건","레이첼 허드-우드, 제이슨 아이삭스, 제레미 섬터","Drama, Romance","전체관람가","https://image.tmdb.org/t/p/w500/aZD8ohIzMPpYSZ0zzKsvBZmt3fv.jpg","A teenager deals with life on his own as his mother lies in a coma."
"20040441","빙우","20040116","104","김은숙","김하늘, 이성재, 송승헌, 이상윤, 유해진, 조경래, 김지연, 추천호, 이승준","Adventure, Drama","12세관람가","https://image.tmdb.org/t/p/w500/vUHGCJOorgPyKEprepUcUqDeV8V.jpg","Woo-sung just joined Joong-hyun and his friends' journey to climb Mt. Asiaq of Alaska. However, a raging snowstorm was waiting for them descending from the summit and it isolates Woo-sung and Joong-hyun in an icy cave. To stay awakened, Joong-hyun whose leg is severely wounded starts his story and they get stunned realizing that between their two stories there was one woman, Kyung-min."
"20030436","브라더 베어","20040116","85","애론 블레이즈","제레미 슈어레즈, 호아킨 피닉스","Adventure, Animation, Family","전체관람가","https://image.tmdb.org/t/p/w500/yaA8q2zHHUgFWdJNxXyAdU71SzM.jpg","Kenai finds his childhood human friend Nita and the two embark on a journey to burn the amulet he gave to her before he was a bear, much to Koda's dismay."
"20040443","페이첵","20040122","119","오우삼","벤 애플렉, 우마 서먼, 아론 에크하트","Action, Adventure, Mystery, Science Fiction, Thriller","15세관람가","https://image.tmdb.org/t/p/w500/icoa6KslkhXKnxLreZ6vXnDimpQ.jpg","Michael Jennings is a genius who's hired ? and paid handsomely ? by high-tech firms to work on highly sensitive projects, after which his short-term memory is erased so he's incapable of breaching security. But at the end of a three-year job, he's told he isn't getting a paycheck and instead receives a mysterious envelope. In it are clues he must piece together to find out why he wasn't paid ? and why he's now in hot water."
"20030434","안녕! 유에프오","20040130","105","김진민","변희봉, 봉태규, 이범수, 이은주, 정인선, 정석원, 임선애, 김응수, 홍윤정, 박정수, 배태종, 류주현, 서용준, 박근수, 이힘찬, 정금자, 박상현, 김진, 이규섭, 김종옥, 조재윤, 김영재, 주부진, 박성호, 이무룡, 박상현","Comedy, Romance","전체관람가","https://image.tmdb.org/t/p/w500/nVbbHqdX5EDogcxQRYZkp2TILiU.jpg","In a town where everyone believes in UFOs, a bus driver named Sam lives out his daydreams by making special radio programs for the passengers who ride his bus. A heartwarming story of a physically challenged but outgoing girl named Kate who falls in love with this timid but lovable bus driver."
"20030439","그녀를 모르면 간첩","20040130","100","박한준","공유, 김정화, 백일섭, 김애경, 남상미, 송혁재, 조달환, 김경섭, 홍승현, 박경환, 심재원, 박한준, 서동욱, 강현, 문진호, 정영준, 이재혁, 유순철, 김명국, 이승연, 유인영","Comedy, Action, Romance","15세관람가","https://image.tmdb.org/t/p/w500/cJfUFYDcxxE4qJnv8mfRjN8fIeg.jpg","The plot of this film has a young beautiful spy from North Korea going south to capture another rogue spy. She goes undercover at Burger King and soon she's battling with her co-workers for the affections of the local boys, dealing with a culture clash between North and South, and a very cute young man who's posted pictures of her on a website of local ""angels"" possibly blowing her cover."
"20030437","런어웨이","20040130","127","게리 플레더","더스틴 호프만, 진 해크만, 레이첼 와이즈","Action, Thriller","15세관람가","https://image.tmdb.org/t/p/w500/A4rEFniv19a1GlryJVsRw71uF55.jpg","Video game producer Lee Dong-ho and freelance artist Choi Mi-ran are both young, ambitious people who are passionate about their life and work. They meet by chance one night on the road, and end up spending the night together. On their way home, they witness a gang-related murder, and from that day on their lives take a dramatic turn as they become the perpetrators' next targets."
"20030371","태극기 휘날리며","20040205","148","강제규","장동건, 원빈, 이은주, 조원희, 이장욱, 임성택, 공형진, 이영란, 정희준, 장민호, 정호빈, 박동빈, 김해곤, 박유신, 김효열, 김효준, 최재혁, 이건우, 박태원, 배상철, 김범주, 한선랑, 이동혁, 한재민, 지중현, 김대영, 민지혁, 이호천, 임동빈, 김재중, 박성희, 정승진, 이정훈, 오명준, 이기수, 김용현, 이주원, 이환희, 박길수, 안길강, 권태원, 최교식, 김조운, 전승재","Action, Adventure, Drama, History, War","15세관람가","https://image.tmdb.org/t/p/w500/vyG8qpimh3XSlxc6OmPq8LJRJl.jpg","When two brothers are forced to fight in the Korean War, the elder decides to take the riskiest missions if it will help shield the younger from battle."
"20030206","베이직","20040206","98","존 맥티어난","사무엘 L. 잭슨, 코니 닐슨, 존 트라볼타","Action, Drama, Mystery, Thriller, Crime","15세관람가","https://image.tmdb.org/t/p/w500/jtyF4NF9fQlyGP8cgU1mK3DLUTB.jpg","When a hurricane hits a US Army base on the edge of the Panama Canal, an elite covert operations team of US Army Rangers recruits are on a routine jungle training exercise that goes horribly awry. Only two recruits are rescued, one of which is badly injured, but both have different accounts regarding the fate of their leader, legendary and ruthless Army Ranger Drill Sergeant Nathan West, and the rest of their platoon. Tom Hardy, an ex-army Ranger turned maverick DEA agent is brought in to solve the mystery and uncover what really happened out there."
"20040467","사랑할 때 버려야 할 아까운 것들","20040213","128","낸시 마이어스","배우 정보 없음","Drama, Comedy, Romance","15세관람가","https://image.tmdb.org/t/p/w500/4fQJjwbDf1KELvJJMcmAV6AxJdH.jpg","When perpetually single, aging music industry exec Harry Sanborn, and his latest trophy girlfriend, Marin, arrive at her mother's beach house in the Hamptons, they find that her mother, playwright Erica Barry, also plans to stay for the weekend. Erica is scandalized by the relationship and Harry's sexist ways. But when Harry has a heart attack while there, and the doctor prescribes bedrest, his only option is to stay at the Barry home. Left in the care of Erica and his doctor, a love triangle starts to take shape."
"20040460","열두명의 웬수들","20040213","95","숀 레비","스티브 마틴, 보니 헌트, 힐러리 더프, 블레이크 우드러프","장르 정보 없음","전체관람가","포스터 정보 없음","줄거리 정보 없음"
"20030440","자토이치","20040130","119","기타노 다케시","기타노 다케시, 아사노 타다노부, 오쿠스 미치요","Adventure, Drama, Action","15세관람가","https://image.tmdb.org/t/p/w500/iCIycswWbX1EDS6PYYBcR9ohrC.jpg","Blind traveler Zatoichi is a master swordsman and a masseur with a fondness for gambling on dice games. When he arrives in a village torn apart by warring gangs, he sets out to protect the townspeople."
"20030413","목포는 항구다","20040220","110","김지훈","김윤태, 차인표, 조재현, 송선미, 박원서, 이선규, 이예은, 손병호, 최덕문, 김일우, 정경호, 정상훈, 권혁호, 권태원, 정인기, 정희태, 이한위, 기주봉, 방선진, 문양식, 김선애, 유은아, 장국환, 임도기, 정영호, 조덕현, 서병철","Comedy, Action","15세관람가","https://image.tmdb.org/t/p/w500/xGUFA1sYSfJZg40QvbaG2BYqLPX.jpg","A detective goes undercover and poses as a gangster to infiltrate a powerful criminal organization connected to a large drug deal."
"20040446","그녀를 믿지 마세요","20040220","112","배형준","강동원, 김하늘, 임하룡, 이안나, 김용선, 진경, 김지영, 김은영, 송재호, 류태호, 이영은, 최연수, 김창수, 최유선, 이미은, 권태원, 홍인","Comedy, Romance","12세관람가","https://image.tmdb.org/t/p/w500/1NiodSUUTKjw4HZwLsQp1To2OBi.jpg","A professional lady con makes herself the pharmacist's fiancee overnight, and faces a disastrous blemish in her impeccable con-woman career."
"20040461","콜드 마운틴","20040220","154","안소니 밍겔라","니콜 키드먼, 주드 로, 르네 젤위거","War, History, Adventure, Romance","15세관람가","https://image.tmdb.org/t/p/w500/j0AJeeR5CQPDFh0otyWyCWREHO8.jpg","In this classic story of love and devotion set against the backdrop of the American Civil War, a wounded Confederate soldier named W.P. Inman deserts his unit and travels across the South, aiming to return to his young wife, Ada, who he left behind to tend their farm. As Inman makes his perilous journey home, Ada struggles to keep their home intact with the assistance of Ruby, a mysterious drifter sent to help her by a kindly neighbor."
"20040476","사랑도 통역이 되나요?","20040220","102","소피아 코폴라","빌 머레이, 스칼렛 요한슨, 지오바니 리비시","Drama, Romance, Comedy","15세관람가","https://image.tmdb.org/t/p/w500/4k4Yz08WGfbu8ITIjaG99XTeco8.jpg","Two lost souls visiting Tokyo -- the young, neglected wife of a photographer and a washed-up movie star shooting a TV commercial -- find an odd solace and pensive freedom to be real in each other's company, away from their lives in America."
"20040459","스파이 키드 3D","20040213","84","로버트 로드리게즈","다릴 사바라, 칼라 구기노, 알렉사 베가, 안토니오 반데라스, 알레한드로 로즈-가르시아","Family, Action, Comedy, Adventure, Science Fiction","전체관람가","https://image.tmdb.org/t/p/w500/buA8dN4zLNr0dYBeKfHfMnEfdLE.jpg","Carmen's caught in a virtual reality game designed by the Kids' new nemesis, the Toymaker. It's up to Juni to save his sister, and ultimately the world."
"20040448","타임라인","20040227","116","리차드 도너","제라드 버틀러, 프란시스 오코너, 폴 워커","Action, Adventure, Science Fiction","15세관람가","https://image.tmdb.org/t/p/w500/uOCIrFOT4U9QXML3SLlpCxGs7BV.jpg","A group of archaeological students become trapped in the past when they go there to retrieve their professor. The group must survive in 14th century France long enough to be rescued."
"20040447","스쿨 오브 락","20040227","109","리차드 링클레이터","잭 블랙, 조앤 쿠삭, 마이크 화이트, 사라 실버맨","Documentary","전체관람가","https://image.tmdb.org/t/p/w500/3R6pcoie87gEiZlCInqKdvQXTId.jpg",""
"20040464","8명의 여인들","20040227","110","프랑수아 오종","까뜨린느 드뇌브, 이자벨 위페르, 다니엘 다리우","Comedy, Thriller, Mystery","15세관람가","https://image.tmdb.org/t/p/w500/bJu4Gm7NQb2woPiIovrPD5jNWzf.jpg","Eight women gather to celebrate Christmas in a snowbound cottage, only to find the family patriarch dead with a knife in his back. Trapped in the house, every woman becomes a suspect, each having her own motive and secret."
"20040505","사마리아","20040305","95","김기덕","곽지민, 이얼, 한여름, 권현민, 서민정, 최서진, 임병조, 정윤수, 한창현, 김기두, 정인기, 김균하","Drama","18세관람가","https://image.tmdb.org/t/p/w500/w0cn9vwzkheuCT2a2MStdnadOyh.jpg","Jae-Young is an amateur prostitute who sleeps with men while her best friend Yeo-Jin ""manages"" her, fixing dates, taking care of the money, and making sure the coast is clear. When Jae-Young falls in love with one of those men, she suppresses her feelings towards him in respect of her friend who's jealous."
"20040462","빅 피쉬","20040305","125","팀 버튼","이완 맥그리거, 알버트 피니, 빌리 크루덥, 제시카 랭, 헬레나 본햄 카터, 알리슨 로먼, 마리옹 꼬띠아르","Animation","12세관람가","https://image.tmdb.org/t/p/w500/6vDmMViskBXFv2T55W5m0yu0CNs.jpg","Stormy Sea, mother Yona is on a small boat looking for the 'Big fish'that swallowed her daughter, Mika. Yona travels through a violent thunder storm. When she reaches beyond the storm, Yona meets the Big fish on the calm sea and jumps into the Big fish's mouth."
"20040479","휴먼 스테인","20040305","106","로버트 벤튼","니콜 키드먼, 안소니 홉킨스, 에드 해리스","Drama, Romance","15세관람가","https://image.tmdb.org/t/p/w500/fWbnGCEj2QkY7z0DTQUVjsCJkkh.jpg","Coleman Silk is a worldly and admired professor who loses his job after unwittingly making a racial slur. To clear his name, Silk writes a book about the events with his friend and colleague Nathan Zuckerman, who in the process discovers a dark secret Silk has hidden his whole life. All the while, Silk engages in an affair with Faunia Farley, a younger woman whose tormented past threatens to unravel the layers of deception Silk has constructed."
"20040471","어디선가 누군가에 무슨일이 생기면 틀림없이 나타난다 홍반장","20040312","108","강석범","김주혁, 엄정화, 김가연, 기주봉, 손재곤, 김준성, 허기호, 노승범, 이주리, 강성필, 김두찬, 조성재, 조은희, 박지현, 이복희, 김영숙","Action, Comedy, Thriller","12세관람가","https://image.tmdb.org/t/p/w500/eQuOS9Yvb7bhKhq6i7BnTzisBX8.jpg","When a handsome small-town know-it-all meets a high-strung, big-city dentist, they're bound to grind each other’s gears, until sparks start to fly."
"20040456","어깨동무","20040312","110","조진규","김아중, 이성진, 이문식, 유동근, 최령, 박예리, 박정률, 배정아, 강호동, 김경용, 김무생, 최철호","Action, Comedy","15세관람가","https://image.tmdb.org/t/p/w500/njDVFFtpjnAIrRqwBWrOaMpwgD9.jpg","The police and some gangsters scramble to hide incriminating evidence from an ambitious prosecuting attorney,"
"20040512","헌티드","20040312","94","윌리엄 프리드킨","베니시오 델 토로, 토미 리 존스","Comedy, Horror","18세관람가","https://image.tmdb.org/t/p/w500/tpw6kvuAJBo1CGRw1Bwdz1KU0hc.jpg","Malcolm and Kisha move into their dream home, but soon learn a demon also resides there. When Kisha becomes possessed, Malcolm - determined to keep his sex life on track - turns to a priest, a psychic, and a team of ghost-busters for help in this spoof of all the ""found-footage/documentary style"" films released in recent years."
"20040509","모나리자 스마일","20040319","117","마이크 뉴웰","매기 질렌할, 커스틴 던스트, 줄리아 스타일즈, 줄리아 로버츠","Drama, History, Romance","12세관람가","https://image.tmdb.org/t/p/w500/bg0VKsXnLjIZ0cHmZHZLs9gzrvm.jpg","Katherine Watson is a recent UCLA graduate hired to teach art history at the prestigious all-female Wellesley College, in 1953. Determined to confront the outdated mores of society and the institution that embraces them, Katherine inspires her traditional students, including Betty and Joan, to challenge the lives they are expected to lead."
"20040519","히달고","20040319","135","조 존스톤","줄레이카 로빈슨, 비고 모텐슨, 오마 샤리프","Western, Adventure","12세관람가","https://image.tmdb.org/t/p/w500/iGzENlBPYJEFWZnye4t3nqWSSp1.jpg","Set in 1890, this is the story of a Pony Express courier who travels to Arabia to compete with his horse, Hidalgo, in a dangerous race for a massive contest prize, in an adventure that sends the pair around the world..."
"20040482","맹부삼천지교","20040326","117","김지영","손창민, 조재현, 소이현, 손현주, 김뢰하, 이인, 정석용, 김홍석, 홍상석, 박종욱, 안갑용, 나상문, 김덕형, 유상범, 곽은미, 김택수, 유용현, 유지원, 인현주, 박송이, 최영주, 이영자, 오상민, 김용석, 이재웅","Comedy","15세관람가","https://image.tmdb.org/t/p/w500/lfKE79FgRhGG8uLLwqkecxXOuQu.jpg","MAENG Sa-seong excelled at his old school. However, at a new school located in an affluent neighborhood, the situation completely changes, and students make fun of him for being from a not-so-rich family. On the other hand, Hyun-jeong living next door to him is the best high school student in the country and never feels timid with anyone. MAENG Sa-seong is a daddy’s boy, for his father is so dedicated to him, while Hyun-jeong is bright and always confident, growing up without her father. Will Mr. MAENG succeed in forcing Kang-du, a redneck rogue, to move out?"
"20040496","아홉살 인생","20040326","105","윤인호","김석, 최성, 이세영, 나아현, 김명재, 윤범호, 정선경, 안내상, 김경수, 최덕문, 신정근, 지대한, 송수근, 송현석, 노현정, 이동혁","Family, Romance","전체관람가","https://image.tmdb.org/t/p/w500/x1MQ1Waow1zatVUz6SzFq2NBAOF.jpg","Yeo-min is a matured and thoughtful 9 year old boy who lives in a small mountain village. Even at his young age, he has too many things to take care of. First, he has to protect his friends from the neighborhood bully Black Bird and keep peace in his neighborhood. Second, he must share his lunch with his best friend Ki-jong who lives alone with his sister. And, third, he has to sell ice cream bars after school to save enough money to buy a pair of sunglasses for his mother who injured her eye while working at a factory."
"20040506","허니","20040326","94","빌 우드러프","릴 로메오, 제시카 알바, 메키 파이퍼","Fantasy","15세관람가","https://image.tmdb.org/t/p/w500/byRyjrldTk8HqvZZI6dJSOKzKIz.jpg","Yoon, the bride-to-be, waits for her groom Tae-young on the wedding day but he doesn’t show up without a word. Out of concern and rage, Yoon goes out looking for him all day long and in the dead of night, she arrives at a strange place called ‘Cafe Midnight’, which opens from midnight until the sun rises. In here, Yoon finally finds Tae-young but something doesn’t seem right. He looks few years younger than now and he doesn’t even recognize her. Will she be able to find her groom from the present in this chaos?"
"20040525","패션 오브 크라이스트","20040402","126","멜 깁슨","제임스 카비젤, 모니카 벨루치, 마이아 모겐스턴","Drama","15세관람가","https://image.tmdb.org/t/p/w500/v9f9MMrq2nGQrN7cHnQRmEq9lSE.jpg","A graphic portrayal of the last twelve hours of Jesus of Nazareth's life."
"20040481","어린 신부","20040402","114","김호준","김래원, 김보경, 안선영, 문근영, 진경, 김혜옥, 김인문, 한진희, 송기윤, 선우은숙, 신세경, 박진우, 류덕환, 전원주, 최장헌, 박준석, 유순일, 임관우, 장미희, 김용환, 윤서현","Romance, Drama, Comedy","12세관람가","https://image.tmdb.org/t/p/w500/eFE1fhmj57bidgHQCKuGcprYjjg.jpg","A teenage girl tries to continue her normal social and school life, after her grandfather forces her into an arranged marriage with a man in his twenties."
"20040486","마지막 늑대","20040401","97","구자홍","황정민, 양동근, 김경란, 오달수, 장항선, 유승목, 이봉규, 조희봉, 김현정, 신동호, 최가연, 이화룡, 최승호, 이혜영, 김준성, 김준하, 손호승, 황석정, 김기현, 정인겸","Comedy","15세관람가","https://image.tmdb.org/t/p/w500/sT8FylOspXlWnjtsywLmOX1H5bh.jpg","A detective tired of bloody and cruel crimes in Seoul negotiates a transfer to a crime-free town in the country, where he lives a life of peace and bliss. But then his new police station is listed for closure due to the town's complete absence of crime in the last 20 years."
"20040522","폴리와 함께","20040402","89","존 햄버그","제니퍼 애니스턴, 벤 스틸러, 필립 세이모어 호프만, 알렉 볼드윈","Comedy, Romance","15세관람가","https://image.tmdb.org/t/p/w500/ieTSn8YTsHoPK8GNf2J9eIkP5wo.jpg","Reuben Feffer is a guy who's spent his entire life playing it safe. Polly Prince is irresistible as a free-spirit who lives for the thrill of the moment. When these two comically mismatched souls collide, Reuben's world is turned upside down, as he makes an uproarious attempt to change his life from middle-of-the-road to totally-out-there."
"20040528","고티카","20040402","95","마티유 카소비츠","할리 베리, 로버트 다우니 주니어, 페넬로페 크루즈","Horror, Thriller, Mystery","15세관람가","https://image.tmdb.org/t/p/w500/frSGNQcWx1ek8dCduFYCux1ho7n.jpg","After a car crash, criminal psychologist Dr. Miranda Grey regains consciousness only to find that she's a patient in the same mental institution that currently employs her. She's been accused of murdering her husband Dr. Douglas Grey ? but she has no memory of committing the crime. As she tries to regain her memory and convince her co-worker, Dr. Pete Graham, of her innocence, a vengeful spirit uses her as an earthly pawn, which further convinces everyone of her guilt."
"20040514","바람의 전설","20040409","132","박정우","이성재, 박솔미, 김수로, 문정희, 김동영, 최정우, 이칸희, 유해진, 정현철, 김병춘, 김미경, 이용도, 정종훈, 이정인, 조미경, 홍성원, 신현중, 김의석, 최현우, 최혜진, 허문영, 백수미, 한송이, 백정현, 권태훈, 류정은, 서원영, 김도경, 채영, 최선희, 오지연, 정진영, 김양수, 김영복, 이현우, 이혜림, 오현수, 이필모, 신현종, 황석정","Drama","15세관람가","https://image.tmdb.org/t/p/w500/wKuTDI6Imf1JfvKaNus1TSe8Y0l.jpg","In a hospital parking lot, Officer Song Yeon-hwa is briefed about Park Pung-shik, an alleged gigolo who preys on rich housewives. One of his latest victims is the police chief's wife, who refuses to testify against him, despite giving him $30,000. Song is told to go undercover as a hospital patient in order to secure evidence leading to his arrest. In the hospital, she finds the mild-mannered Park and talks to him over coffee, where he mentions that he ballroom dances for a living. Song asks him why he came to become a dancer and he starts his story."
"20040499","저지 걸","20040409","103","케빈 스미스","벤 애플렉, 리브 타일러","Comedy, Romance, Drama","12세관람가","https://image.tmdb.org/t/p/w500/nMmMWoSooR6QmCjdT0AvZardof1.jpg","Ollie Trinke is a young, suave music publicist who seems to have it all, with a new wife and a baby on the way. But life deals him a bum hand when he's suddenly faced with single fatherhood, a defunct career and having to move in with his father. To bounce back, it takes a new love and the courage instilled in him by his daughter."
"20040487","범죄의 재구성","20040415","116","최동훈","김윤석, 박신양, 주진모, 염정아, 이기철, 백윤식, 김상호, 이인성, 이문식, 천호진, 박원상, 이경헌, 손지나, 조희봉, 손병욱, 성소원, 송현정, 한지선, 서종해, 김선태, 이호원, 박세환, 오형진, 이현정, 임하룡, 정석원, 김기천, 최화진","Comedy, Crime, Action","18세관람가","https://image.tmdb.org/t/p/w500/7dX5UsnQLPgLNYAXfX2yQPyiuRP.jpg","After being convicted for fraud, one month has passed since Choi Chang-hyuk's release from jail. But this time around he's got an elaborate plan cooked up. It's the biggest bank heist in history that'll make any thief have a wet dream. The best five thieves come together to form a team."
"20040526","첫키스만 50번째","20040415","99","피터 시걸","아담 샌들러, 드류 베리모어","장르 정보 없음","15세관람가","https://image.tmdb.org/t/p/w500null","“50 First Dates” tells the story of a playboy and a woman with short-term memory loss who newly fall in love with each other everyday.  ~~ Remake of the American film “50 First Dates” [2004]."
"20040455","무간도3: 종극무간","20040702","118","유위강","양조위, 유덕화, 여명","장르 정보 없음","18세관람가","포스터 정보 없음","줄거리 정보 없음"
"20040524","테이킹 라이브즈","20040415","102","D.J. 카루소","에단 호크, 안젤리나 졸리, 키퍼 서덜랜드","Thriller","18세관람가","https://image.tmdb.org/t/p/w500/1JEt0qtEaYrJZuPeTArR691V256.jpg","Recruited to assist Montreal police in their desperate search for a serial killer who assumes the identities of his victims, FBI profiler Illeana Scott knows it's only a matter of time before the killer strikes again. Her most promising lead is a museum employee who might be the killer's only eyewitness."
"20040537","라이어","20040423","114","김경형","주진모, 공형진, 서영희, 손현주, 정우철, 송선미, 오만석, 기주봉, 정희태","Comedy","18세관람가","https://image.tmdb.org/t/p/w500/l2m2pqVFoH97qu1OrY6uKwuMzeg.jpg","Man-chul leads two lives, he is married to Myeong-sun and he is also living with Jeong-ae, a wealthy and sexy woman. One day he accidentilly catches an escaped convict, which then attracts un-needed attention to his life. In order to keep his secret from his two lovers, he and his best friend must lie to reporters, cops and neighbors and the situation just gets crazier and crazier with every lie."
"20040488","아라한 장풍대작전","20040430","114","류승완","류승범, 윤소이, 안성기, 이무룡, 김지영, 정두홍, 윤주상, 안길강, 김수현, 허명행, 김효선, 심재원, 도영훈, 윤도현, 장혁진, 권승구, 이춘영, 임하룡, 유순철, 이대연, 권범택","Fantasy, Action, Comedy, Thriller","12세관람가","https://image.tmdb.org/t/p/w500/98c0nyZOLW9xdGJwvkzWQMiAgBT.jpg","Sang-hwan became a cop in order to help the downtrodden, but he doesn't get much respect. All that changes when he meets the Seven Masters."
