"movieCd","movieNm","openDt","showTm","director","actors","genres","watchGradeNm","posterUrl","overview"
"20071065","써티 데이즈 오브 나이트","20080110","112","데이빗 슬레이드","조쉬 하트넷, 멜리사 조지","Horror, Thriller","청소년관람불가","https://image.tmdb.org/t/p/w500/bXHaXVGncI2WKUrNRYDyTyj3ymR.jpg","After surviving the incidents in Barrow, Alaska, Stella Olemaun relocates to Los Angeles, where she intentionally attracts the attention of the local vampire population in order to avenge the death of her husband, Eben."
"20070672","클로버필드","20080124","85","맷 리브스","리지 캐플란, 오데뜨 유스트만, 마이클 스탈 데이비드","Thriller, Science Fiction, Drama, Horror","15세이상관람가","https://image.tmdb.org/t/p/w500/84Dhwz93vCin6T1PX6ctSvWEuNE.jpg","After a catastrophic car crash, a young woman wakes up in a survivalist's underground bunker, where he claims to have saved her from an apocalyptic attack that has left the outside world uninhabitable."
"20071014","엘라의 모험 : 해피엔딩의 위기","20080124","87","폴 J. 볼거","사라 미셀 겔러, 프레디 프린즈 주니어, 시고니 위버, 정형돈, 하동훈","Adventure, Animation, Comedy, Family, Fantasy","전체관람가","https://image.tmdb.org/t/p/w500/gOOlHRhdEoJbPNE1jpocNawjnc5.jpg","An alliance of evil-doers, led by Frieda, looks to take over Fairy Tale Land. But when Ella realizes her stepmother is out to ruin her storybook existence, she takes a dramatic turn and blossoms into the leader of the resistance effort."
"20071675","더 게임","20080130","116","윤인호","변희봉, 손현주, 신하균, 이혜영, 김혁, 이은성, 박유리, 신정근, 한재영, 노승범, 김효배, 박유리, 차승환, 김석현, 유영권, 이용철, 최욱","Thriller, Drama","15세이상관람가","https://image.tmdb.org/t/p/w500/7ptqOYNjXu9BiQHaUm66rki1IGE.jpg","Struggling artist Min Hee-do is offered three billion won to bet his life to a game against a rich old man, Kang No-sik, who is dying from a terminal illness. The game is for each man to dial a random phone number and guess if the person who answers will be male or female. Hee-do loses the bet, and after a month long brain operation, he wakes up to find that they have swapped bodies."
"20080011","원스어폰어타임","20080131","110","정용기","박용우, 이보영, 김수현, 성동일, 김응수, 안길강, 조희봉, 강규영, 김명수, 이상찬, 서민균, 심호성, 강동원, 신성식, 김은혜, 박현주, 김대규, 박광민, 최명식, 유동훈, 김인철, 장인호, 김송미, 임원창, 정세진, 여운철, 최욱, 김도영","Adventure, Action, Comedy","12세이상관람가","https://image.tmdb.org/t/p/w500/3Cjmg6E0o2XB6DNMTgBrxspwWxk.jpg","The film is a heist comedy set in 1940s Korea, and stars Park Yong-woo and Lee Bo-young as a con artist and jazz singer who each plot to steal a valuable diamond from the Japanese authorities."
"20071067","슈퍼맨이었던 사나이","20080131","102","정윤철","황정민, 전지현, 진지희, 박현영, 홍희자, 서영화, 최우혁, 조상현, 김기석, 김한길, 최현, 김바다, 유주영, 양동혁, 박병렬, 임승혁, 임임남, 박수현, 김태성, 선우선, 조희봉, 이상엽, 최아람, 박진우, 박경순, 김도영, 우기홍, 손석배, 강애심, 전수지, 박혜진, 박현우","Comedy, Drama","전체관람가","https://image.tmdb.org/t/p/w500/c4FQVzPp41DlLd4dswe95x2wom1.jpg","A snobbish producer makes a documentary about the extraordinary behavior of her neighbor who believes himself to be Superman."
"20080013","명장","20080130","126","진가신","이연걸, 유덕화","Action, Drama, History","청소년관람불가","https://image.tmdb.org/t/p/w500/9sAWyaASakMW9f3LSXK8Br3RCED.jpg","The civil war in China has ruined many lives including General Pang's. A wounded General Pang is saved by a beautiful young woman along with two other men. Together they vow to eradicate the rebels."
"20080015","라듸오 데이즈","20080131","111","하기호","류승범, 이종혁, 김사랑, 김뢰하, 오정세, 최우석, 황보라, 이상혁, 이남희, 전수지, 손경호, 조석현, 홍의정, 성기완, 조우영, 김남윤, 최배영, 김영필, 이화룡, 김사희, 김서원","Comedy","12세이상관람가","https://image.tmdb.org/t/p/w500/gwBg1FevqC0ydLepleraITdFvop.jpg","In April 1933, Korea’s Japanese occupiers launched the country’s first radio station, JODK. It broadcasts propaganda so as to better brainwash the Korean people into becoming loyal Japanese citizens. In need of a Korean producer for a radio drama about the greatness of Japan’s Asian Empire, they appoint Lloyd Park, a young man who has only joined the radio station through his father’s connections."
"20070548","6년째 연애중","20080205","112","박현진","김하늘, 윤계상, 차현정, 신성록, 김혜옥, 옥지영, 서동원, 이대연, 허자연, 김란, 이상엽, 안병래, 김나연, 정동규, 김용완, 김지애, 조용준, 진용욱","Romance, Drama","15세이상관람가","https://image.tmdb.org/t/p/w500/sFZJ6snNRD0ZZvfjN5sRJegXh5R.jpg","Da-Jin and Jae-Young have been in an all too comfortable relationship for the past six years. Although they don't live together, their apartments reside side by side.  But trouble brews for the couple when they begin to fall for their respective co-workers. Can Da-Jin and Jae-Young's relationship survive these outside temptations?"
"20080014","마지막 선물","20080205","107","김영준","신현준, 허준호, 조수민, 권오중, 김현아, 조원희, 박민지, 기주봉, 김명국, 홍승현, 신현아, 김길한, 윤영도, 임성빈, 최용석, 전숙, 조진웅, 정종열","Drama, Crime","15세이상관람가","https://image.tmdb.org/t/p/w500/339Quwp4I3fomqJmnzLQkm7NZpq.jpg","Tae-ju, a murderer serving a life sentence in prison, is given a temporary release to save the life of a seriously ill young girl, Se-hee, who suffers from Wilson's disease and desperately needs a liver transplant. Se-hee is the daughter of Yeong-woo, and old friend of Tae-ju's who is now a police officer. Upon discovering that Se-hee's now deceased mother was his ex-girlfriend, Tae-ju realises that he is in fact her biological father, and does everything he can to try and save her life."
"20080021","찰리윌슨의 전쟁","20080206","97","마이크 니콜스","줄리아 로버츠, 필립 세이모어 호프만, 톰 행크스","장르 정보 없음","15세이상관람가","포스터 정보 없음","줄거리 정보 없음"
"20080047","점퍼","20080214","88","더그 라이만","레이첼 빌슨, 헤이든 크리스텐슨, 제이미 벨","Action, Adventure, Science Fiction","15세이상관람가","https://image.tmdb.org/t/p/w500/3pPZ9JhNz3VMmASVir5SMHvTDUU.jpg","David Rice is a man who knows no boundaries, a Jumper, born with the uncanny ability to teleport instantly to anywhere on Earth. When he discovers others like himself, David is thrust into a dangerous and bloodthirsty war while being hunted by a sinister and determined group of zealots who have sworn to destroy all Jumpers. Now, David’s extraordinary gift may be his only hope for survival!"
"20080046","추격자","20080214","123","나홍진","김윤석, 하정우, 서영희, 박효주, 김유정, 최정우, 정인기, 김영선, 최지윤, 김은성, 최홍석, 박지안, 박진성, 노현정, 이민복, 최문수, 유원선, 구태진, 전진배, 유지연, 이철오, 이인철, 박진우, 송요셉, 조세영, 조덕제, 하성광, 이상희, 오연아, 손희순","Crime, Thriller, Action","청소년관람불가","https://image.tmdb.org/t/p/w500/hy49xJiKN1nakkN1ZmKuOf6vQYR.jpg","Joong-ho is a dirty detective turned pimp in financial trouble as several of his girls have recently disappeared without clearing their debts. While trying to track them down, he finds a clue that the vanished girls were all called up by the same client whom one of his girls is meeting with right now."
"20080038","스파이더위크가의 비밀","20080214","95","마크 S. 워터스","프레디 하이모어, 사라 볼거","Family, Adventure, Fantasy, Drama","전체관람가","https://image.tmdb.org/t/p/w500/y0zqUbwK8FWIkelnlmnRkntz9F8.jpg","Upon moving into the run-down Spiderwick Estate with their mother, twin brothers Jared and Simon Grace, along with their sister Mallory, find themselves pulled into an alternate world full of faeries and other creatures."
"20080024","오퍼나지: 비밀의계단","20080214","104","후안 안토니오 바요나","벨렌 루에다, 페르난도 카요, 로저 프린셉","Horror, Drama, Thriller","15세이상관람가","https://image.tmdb.org/t/p/w500/vIpi1KtHLXUOfSVC2m6MqpjSPgL.jpg","A woman brings her family back to her childhood home, which used to be an orphanage, intent on reopening it. Before long, her son starts to communicate with a new invisible friend."
"20071047","대한이, 민국씨","20080214","102","최진원","최성국, 공형진, 최정원, 송요셉, 윤제문, 탁트인, 최기훈, 김중기, 이한위, 김홍엽, 최현미, 나유나, 남대한, 박태준, 백송이, 진명연, 김관후, 유민희, 오원식, 정지희, 김창성, 박진우, 최욱, 최정인, 김기천, 주부진, 박영서","Comedy","15세이상관람가","https://image.tmdb.org/t/p/w500/bVh0HBwV8atqlI1HHQcs0y2B5p1.jpg",""
"20080062","데스노트 L: 새로운 시작","20080221","128","나카타 히데오","쿠도 유키, 마츠야마 켄이치","Fantasy, Action, Thriller, Science Fiction, Mystery","15세이상관람가","https://image.tmdb.org/t/p/w500/sxtU5dLduyjO8Jii9wdfYq2MK9f.jpg","""The human whose name is written in the Death Note shall die."" After making the hardest decision ever, another serious case confronts L. There are only 23 days left and without his best partner Watari, L has to solve the case all by himself for the very first time."
"20080065","어톤먼트","20080221","122","조 라이트","키이라 나이틀리, 제임스 맥어보이","Drama, Romance","15세이상관람가","https://image.tmdb.org/t/p/w500/hMRIyBjPzxaSXWM06se3OcNjIQa.jpg","As a 13-year-old, fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit."
"20080032","밴티지 포인트","20080228","90","피트 트래비스","데니스 퀘이드, 매튜 폭스, 포레스트 휘테커, 시고니 위버","Drama, Action, Thriller, Crime","15세이상관람가","https://image.tmdb.org/t/p/w500/9xA1KaGoYQJveY3C87J41Au5Kkn.jpg","During an historic counter-terrorism summit in Spain, the President of the United States is struck down by an assassin's bullet. Eight strangers have a perfect view of the kill, but what did they really see? As the minutes leading up to the fatal shot are replayed through the eyes of each eyewitness, the reality of the assassination takes shape."
"20072151","바보","20080228","99","김정권","차태현, 하지원, 박희순, 박그리나, 신동수, 유윤상, 조덕현, 정경순, 이기영, 전미선, 임형국, 송영학, 이상훈","Comedy, Romance","12세이상관람가","https://image.tmdb.org/t/p/w500/xxBPduPo0K8QCZY2rgxbpl2IFEN.jpg","Seung-ryong owns a small toast shop, who is sick from taking in briquette gas in the past after his parents died. One day, his first love comes back to Korea, and they become close. However, he finds out that his little sister is sick."
"20080078","람보 4 : 라스트 블러드","20080228","91","실베스터 스탤론","실베스터 스탤론, 줄리 벤즈","Action, Thriller, War","청소년관람불가","https://image.tmdb.org/t/p/w500/3mInub5c8o00H7EJ1TrjAqOzIuc.jpg","In Thailand, ex-Green Beret John James Rambo joins a group of mercenaries to venture into war-torn neighboring Myanmar to rescue a group of Christian aid workers who have been kidnapped by a ruthless local infantry unit."
"20080079","사랑보다 황금","20080228","112","앤디 테넌트","케이트 허드슨, 매튜 매커너히","Adventure, Romance, Comedy","12세이상관람가","https://image.tmdb.org/t/p/w500/5pIqVNmWJ87K5dk9tE01o6gknZJ.jpg","Treasure hunter Ben ""Finn"" Finnegan has sunk his marriage to Tess and his trusty boat in his obsessive quest to find the legendary Queen's Dowry. When he finds a vital clue that may finally pinpoint the treasure's whereabouts, he drags Tess and her boss, billionaire Nigel Honeycutt, along on the hunt. But Finn is not the only one interested in the gold; his former mentor-turned-enemy Moe Fitch, hired by rapper-turned-gangster Bigg Bunny, will stop at nothing to beat him to it."
"20080142","마이 뉴 파트너","20080306","110","김종현","안성기, 조한선, 정석용, 조진웅, 이은지, 최일화, 박철민, 선우선, 정인기, 김수남, 송선찬, 김여진, 정찬, 류승수, 차은재, 이창민, 조성환, 김유신, 신재연, 한준혁, 박혜민, 한준, 정민영, 정세영, 김수일, 오혜정, 이찬수, 최진호, 정민성, 김영웅, 신병훈","장르 정보 없음","15세이상관람가","https://image.tmdb.org/t/p/w500/rMq6c15yWcsNTfSUMug64l68bo5.jpg","Young-joon, a fresh prosecutor, takes a big affair to leave for Busan and unwillingly gets cooperation from his father, Min-ho who is a veteran detective who deserted his family at one time. Since then, they are living separately without keeping touch each other for years. Now that their destiny to trace the same host of the accident related with a big drug trade gives the father and son a chance to recover their affection over the long time."
"20080141","27번의 결혼리허설","20080306","110","앤 플레쳐","캐서린 헤이글, 제임스 마스던, 번 코엔","Comedy, Romance","15세이상관람가","https://image.tmdb.org/t/p/w500/rEfourJfgEyKiewwH8ZkUYt9AqE.jpg","Altruistic Jane finds herself facing her worst nightmare as her younger sister announces her engagement to the man Jane secretly adores."
"20080145","마이 블루베리 나이츠","20080306","94","왕가위","주드 로, 노라 존스","Drama, Romance","12세이상관람가","https://image.tmdb.org/t/p/w500/w9w3m2IB9QRZXxi6R51ZamKv3HS.jpg","Elizabeth has just been through a particularly nasty breakup, and now she's ready to leave her friends and memories behind as she chases her dreams across the country. In order to support herself on her journey, Elizabeth picks up a series of waitress jobs along the way. As Elizabeth crosses paths with a series of lost souls whose yearnings are even greater than her own, their emotional turmoil ultimately helps her gain a greater understanding of her own problems..."
"20080105","집결호","20080306","124","펑샤오강","장한위","Action, History","12세이상관람가","https://image.tmdb.org/t/p/w500/d8drBimtE0UFLlIh8BrLyk0C8Ad.jpg","Follows a soldier trying to gain recognition for comrades who died in 1948, at a turning point in the civil war between the communists and the nationalist forces of the Kuomintang."
"20080148","10,000 BC","20080313","109","롤랜드 에머리히","스티븐 스트레이트, 카밀라 벨","Adventure, Action, Drama, Fantasy","15세이상관람가","https://image.tmdb.org/t/p/w500/9I7gV6wRbGnbfI3XOKjHeLMjYEo.jpg","A prehistoric epic that follows a young mammoth hunter's journey through uncharted territory to secure the future of his tribe."
"20080149","스텝업 2 : 더 스트리트","20080313","97","존 추","선자 손, 윌 켐프, 브리아나 에비건, 로버트 호프만","Music, Drama, Romance","12세이상관람가","https://image.tmdb.org/t/p/w500/vYdlRTvA5fneB88NchV3sirzCE1.jpg","When rebellious street dancer Andie lands at the elite Maryland School of the Arts, she finds herself fighting to fit in while also trying to hold onto her old life. When she joins forces with the schools hottest dancer, Chase, to form a crew of classmate outcasts to compete in Baltimore s underground dance battle The Streets."
"20080146","허밍","20080313","96","박대영","이천희, 한지혜, 정재진, 손은서, 김수현, 박충선, 이도겸, 김명일, 최혜진, 조정환, 김동섭, 유혁종, 임재영, 최원규, 우민호, 김진훈, 이현호, 이형기, 김봉수","Drama, Mystery","12세이상관람가","https://image.tmdb.org/t/p/w500/exe41n5IasWYxGbpTnGfBgFaUn6.jpg","Humming centers around the relationship between a sound engineer and a supporting actor working on the post-production of an unfinished film, along with the anecdote of a deceased actor."
"20080226","숙명","20080320","123","김해곤","송승헌, 권상우, 김인권, 박한별, 임정희, 박유택, 최재환, 노남석, 이명호, 정우, 지성, 이승준, 이민아","Action, Thriller, Crime","청소년관람불가","https://image.tmdb.org/t/p/w500/k8vW7jMXak5tfoD02jOrmVmB7Hz.jpg","Four friends bound by destiny and unbeatable in the dark world. When a casino attack goes wrong as a result of betrayal, fate turns them into enemies. Now, forced to aim the gun at each other's hearts, their unavoidable battle begins."
"20080230","천일의 스캔들","20080320","115","저스틴 채드윅","나탈리 포트만, 스칼렛 요한슨, 에릭 바나","Drama, Romance, History","15세이상관람가","https://image.tmdb.org/t/p/w500/q2lgC8mmAltWTkbqPM8n5EYF4XL.jpg","A sumptuous and sensual tale of intrigue, romance and betrayal set against the backdrop of a defining moment in European history: two beautiful sisters, Anne and Mary Boleyn, driven by their family's blind ambition, compete for the love of the handsome and passionate King Henry VIII."
"20080055","워터호스","20080320","111","제이 러셀","에밀리 왓슨, 벤 채플린","Family, Adventure, Fantasy","전체관람가","https://image.tmdb.org/t/p/w500/h9DV6KItNutJmrPzT1xrAO6fIzy.jpg","A lonely boy discovers a mysterious egg that hatches a sea creature of Scottish legend."
"20080254","어웨이크","20080327","84","조비 해롤드","헤이든 크리스텐슨, 제시카 알바","Thriller","15세이상관람가","https://image.tmdb.org/t/p/w500/gSJ5hLAXlBestsuiVWNIjX36ke3.jpg","The three people, who have difficulty finding their common ground, open their eyes in an unknown space. Who, why, how where they locked up here? They can only escape if they find their lost memory!"
"20080258","댄 인 러브","20080327","98","피터 헤지스","줄리엣 비노쉬, 스티브 카렐","Comedy, Romance, Drama","12세이상관람가","https://image.tmdb.org/t/p/w500/wJkkkG4ditqNzlua0oJzoaICGiz.jpg","Advice columnist Dan Burns is an expert on relationships, but somehow struggles to succeed as a brother, a son and a single parent to three precocious daughters. Things get even more complicated when Dan finds out that the woman he falls in love with is actually his brother's new girlfriend."
"20080252","데스 디파잉:어느 마술사의 사랑","20080327","96","질리안 암스트롱","캐서린 제타-존스, 가이 피어스","장르 정보 없음","15세이상관람가","포스터 정보 없음","줄거리 정보 없음"
"20072148","GP 506","20080403","120","공수창","천호진, 조현재, 이영훈, 이도겸, 김병철, 강남미, 성진욱, 박상언, 민성욱, 조진웅, 문영동, 박준혁, 손병호, 이정헌, 허문호, 안호연, 이태금, 신진우, 박창용, 김기현, 전정식, 차봉주, 이산복, 박대성, 김성범, 오정우, 이주환, 문영동","장르 정보 없음","청소년관람불가","포스터 정보 없음","줄거리 정보 없음"
"20080291","삼국지:용의 부활","20080403","101","이인항","유덕화, 매기 큐, 적룡","장르 정보 없음","15세이상관람가","포스터 정보 없음","줄거리 정보 없음"
"20080331","도레미파솔라시도","20080403","105","강건향","장근석, 정의철, 차예련, 임주환, 김혜옥, 박민지, 이은, 한태윤, 이근희, 박은규, 박주상, 이두훈, 김광석, 박래정, 이효춘, 오윤영, 박혁민","Romance, Drama","12세이상관람가","https://image.tmdb.org/t/p/w500/bd6Cxzay5fBJbNSX7p39ZP4HbiW.jpg","High school student Jung-Won (Cha Ye-Ryeon]) works at an amusement park, dressed up as Dragon cartoon character. Then one day, a guy, standing among his friends, twists her dragon mask around, causing her to fall flat on her back. Shortly afterwards, she spots the guy that caused her to fall down. Jung-won proceeds to pour a drink over his head.  A few days later Jung-Won is horsing around with her brother on the top floor of their home. They notice that a new family moved in next door. Jung-Won then gets a sickening feeling when she realizes that the young guy in their family is the same guy that twisted her dragon mask around in the amusement park. His name is Eun-Kyu (Jang Keun-Suk), a popular high school student that fronts the band “Doremifasolasido.”"
"20080337","테이큰","20080409","93","피에르 모렐","리암 니슨, 매기 그레이스","Action, Thriller","청소년관람불가","https://image.tmdb.org/t/p/w500/y5Va1WXDX6nZElVirPrGxf6w99B.jpg","Bryan Mills, a former government operative, is trying to reconnect with his teenage daughter Kim. After reluctantly agreeing with his ex-wife to let Kim go to Paris on vacation with a friend, his worst nightmare comes true. While on the phone with his daughter shortly after she arrives in Paris, she and her friend are abducted by a gang of human traffickers. Working against the clock, Bryan relies on his extensive training and skills to track down the ruthless gang that abducted her and launch a one-man war to rescue his daughter."
"20080348","연의 황후","20080409","94","정소동","진혜림, 여명, 견자단","Action, Adventure, History","15세이상관람가","https://image.tmdb.org/t/p/w500/czFkHXSAWBYhurfGNVKotfBhso2.jpg","After the death of her father, a woman is forced to take over as empress and fight to save her kingdom."
"20080236","나의 특별한 사랑이야기","20080409","111","아담 브룩스","라이언 레이놀즈, 아일라 피셔, 레이첼 와이즈","Comedy, Romance","15세이상관람가","https://image.tmdb.org/t/p/w500/4FuN9nBJ7ttO4BUopJCpT6B0yhH.jpg","When Will decides to tell his daughter the story of how he met her mother, he discovers that a second look at the past might also give him a second chance at the future."
"20080349","버킷 리스트:죽기전에 꼭 하고싶은것들","20080409","96","롭 라이너","잭 니콜슨, 모건 프리먼","장르 정보 없음","12세이상관람가","포스터 정보 없음","줄거리 정보 없음"
"20080350","내가 숨쉬는 공기","20080409","95","지호 리","케빈 베이컨, 브렌든 프레이저, 앤디 가르시아, 포레스트 휘테커","Drama, Thriller, Crime","청소년관람불가","https://image.tmdb.org/t/p/w500/hx89b5sinoXmkMNyK1PUgwjWQX4.jpg","A gambler’s bet spiraling into chaos, a gangster's prophetic visions, a pop star’s dark entanglement, a doctor’s desperate race against time to rescue his beloved... Four interconnected stories reveal life unfolding through four emotional pillars ? joy, passion, grief, and love."
"20080363","스트리트 킹","20080417","108","데이비드 에이어","키아누 리브스, 포레스트 휘테커","Action, Crime, Drama, Thriller","청소년관람불가","https://image.tmdb.org/t/p/w500/csXyZ1BsDBlH0PXkOFWxggEf9WF.jpg","Tom Ludlow is a disillusioned L.A. Police Officer, rarely playing by the rules and haunted by the death of his wife. When evidence implicates him in the execution of a fellow officer, he is forced to go up against the cop culture he's been a part of his entire career, ultimately leading him to question the loyalties of everyone around him."
"20080364","킬위드미","20080417","100","그레고리 호블릿","다이안 레인, 빌리 버크, 콜린 행크스, 펄라 하니-자딘","장르 정보 없음","청소년관람불가","포스터 정보 없음","줄거리 정보 없음"
"20080365","패솔로지","20080417","95","마크 쉬홀르만","마일로 벤티밀리아, 마이클 웨스톤","Crime, Horror, Thriller","청소년관람불가","https://image.tmdb.org/t/p/w500/tK9DvIwAuX5AExgEZqLCnf7qy5k.jpg","Medical student Ted Grey graduates at the top of his class and quickly joins an elite pathology program, whose top students invite him into their circle. There he uncovers a gruesome secret: They play a game in which one tries to commit the perfect, undetectable murder, then the others compete to determine the victim's cause of death."
"20080379","포비든 킹덤: 전설의 마스터를 찾아서","20080424","105","롭 민코프","이연걸, 성룡, 마이클 안가라노, 유역비","Action, Adventure, Fantasy","12세이상관람가","https://image.tmdb.org/t/p/w500/z8chF1Z7hyuSVqLYTgElkQZh2VB.jpg","An American teenager who is obsessed with Hong Kong cinema and kung-fu classics makes an extraordinary discovery in a Chinatown pawnshop: the legendary stick weapon of the Chinese sage and warrior, the Monkey King. With the lost relic in hand, the teenager unexpectedly finds himself travelling back to ancient China to join a crew of warriors from martial arts lore on a dangerous quest to free the imprisoned Monkey King."
"20080396","아이언맨","20080430","125","존 파브로","로버트 다우니 주니어, 테렌스 하워드, 제프 브리지스, 기네스 팰트로우","Adventure, Animation, Action","12세이상관람가","https://image.tmdb.org/t/p/w500/AcFFHZGkpLUs31bKf42z8UVLimS.jpg","Iron Man and Captain America battle to keep the Red Skull and his triggerman, Taskmaster, from unleashing an army of Hydra Brutes on the world!  Sequel to the film ""Iron Man & Hulk: Heroes United"" and feature Iron Man teaming up with Captain America, it comes to accompany the live-action film ""Captain America: The Winter Soldier""."
"20080394","비스티 보이즈","20080430","132","윤종빈","하정우, 윤계상, 이승민, 윤진서, 이장혁, 이정민, 김준서, 서영화, 권세인, 윤아정, 이기훈, 권율, 김유나, 안동규, 박찬욱, 한상훈, 한석원, 김병찬, 김태하, 유재혁, 정의철, 곽민호, 임현성, 강신철","Comedy, Drama","청소년관람불가","https://image.tmdb.org/t/p/w500/zjyxG7uZE9MDb4Ri0F7sNr26f0i.jpg","Two friends are involved in the male escort business. One starts an honest relationship with one of his clients. The other cheats on his girlfriend and has his many scams catch up to him."
"20080393","호튼","20080430","86","지미 헤이워드","짐 캐리, 스티브 카렐","Animation, Comedy, Family, Adventure, Fantasy","전체관람가","https://image.tmdb.org/t/p/w500/6k47Z3A5zI2rxubTMwiLyIqQLLr.jpg","The classic and beloved story from Dr. Seuss is now a CG animated film from 20th Century Fox Animation, the makers of the Ice Age films. An imaginative elephant named Horton (Jim Carrey) hears a faint cry for help coming from a tiny speck of dust floating through the air. Horton suspects there may be life on that speck and despite a surrounding community, which thinks he has lost his mind, he is determined to save the tiny particle! Jim Carrey and Steve Carell lead an all-star cast in bringing this wonderful family picture to life!"
"20080397","가루지기","20080430","120","신한솔","봉태규, 김예원, 박영서, 김영애, 오달수, 윤여정, 김상일, 류미주, 김호원, 서영, 이수민, 김기현, 권병길, 이창민, 이예민, 선현철, 정현석, 김동희, 박은정, 최진우, 박지형, 반주현, 한경훈, 서민희, 서성만, 김대식, 김대현, 김기두, 이성미, 정나은, 이성복, 윤주식, 박성원, 박성호, 이영한, 김진미, 김준성, 장준녕, 곽진무, 이현우","Comedy, Fantasy, Drama","청소년관람불가","https://image.tmdb.org/t/p/w500/3smywiLIJVJPLY4QoVD41FMgP87.jpg","A monk gives an impaired man the secret to a strong arousal. The man had been teased and tortured until the travelling man decides to help him out."
"20080472","명탐정 코난:베이커가의 망령","20080501","106","카네수구 코다마","타카야마 미나미, 야마자키 와카나","장르 정보 없음","12세이상관람가","포스터 정보 없음","줄거리 정보 없음"
"20080476","스피드 레이서","20080508","133","릴리 워쇼스키","정지훈, 매튜 폭스","Family, Action, Adventure, Comedy","12세이상관람가","https://image.tmdb.org/t/p/w500/fxRIpx9Op9h71q3tvuabx4GryyP.jpg","Speed Racer is a young and brilliant racing driver. When corruption in the racing leagues costs his brother his life, Speed must team up with the police and the mysterious Racer X to bring an end to the corruption and criminal activities."
"20080478","프라이스리스","20080508","104","피에르 살바도리","오드리 토투","Drama, Romance, Crime","15세이상관람가","https://image.tmdb.org/t/p/w500/bPg5PCFOM9LMyEp1dzF8LfIfgCW.jpg","James, down on his luck and desperate for some quick cash, agrees to drive a small truck across country. He soon realizes that he's made a huge mistake and has inadvertently become involved in a dangerous human trafficking ring. The unlikely hero risks it all to shut down the trafficking ring and save the woman he is falling in love with."
"20080516","서울이 보이냐","20080508","84","송동윤","유승호, 오수아, 이창훈, 김유정, 김경란, 강길남, 홍민기, 박상하, 김동수, 맹관표, 이호익, 이희빈, 이희빈, 권순영, 조영진","Drama","전체관람가","https://image.tmdb.org/t/p/w500/5fd4Vx8GEcSnbIXdeLcM0Xh8GjV.jpg","In 1976 on a remote island, schoolteacher Eun-young wants to take her students on a field trip to a cookie factory in Seoul. Even though the parents don't like the idea, Eun-young succeeds in taking them. But once they arrive in the complicated city, students become fascinated with high-tech bicycles and get lost."
"20080479","나니아 연대기:캐스피언 왕자","20080515","145","앤드류 아담슨","조지 헨리","장르 정보 없음","전체관람가","포스터 정보 없음","줄거리 정보 없음"
"20080514","페넬로피","20080515","89","마크 팔란스키","크리스티나 리치","Fantasy, Comedy, Romance","12세이상관람가","https://image.tmdb.org/t/p/w500/stsGbgMhDo3VjLLsrbeiz0fuj8d.jpg","Forlorn heiress Penelope Wilhern is cursed, and the only way out is to fall in love with someone of suitable stock. But how can she find her soul mate when she's sequestered inside her family's estate with only her parents to keep her company. This untraditional fairy tale about a girl who bucks convention to create her own happy ending."
"20070675","인디아나 존스 4 : 크리스탈 해골의 왕국","20080522","121","스티븐 스필버그","해리슨 포드, 샤이아 라보프","Adventure, Action","12세이상관람가","https://image.tmdb.org/t/p/w500/56As6XEM1flWvprX4LgkPl8ii4K.jpg","Set during the Cold War, the Soviets?led by sword-wielding Irina Spalko?are in search of a crystal skull which has supernatural powers related to a mystical Lost City of Gold. Indy is coerced to head to Peru at the behest of a young man whose friend?and Indy's colleague?Professor Oxley has been captured for his knowledge of the skull's whereabouts."
"20080654","겟 썸","20080522","112","제프 와드로","숀 패리스, 앰버 허드, 캠 지갠뎃, 디몬 하운수","Drama, Action","12세이상관람가","https://image.tmdb.org/t/p/w500/8oRUTyP1QAtGDMvRpKZyuyFPG0U.jpg","Jake, full of anger after his father's death, is just starting to find a place for himself at his new Orlando high school - until Ryan, head of an underground MMA fight club, picks Jake out as a prime opponent. After being trounced by Ryan in front of the entire school, Jake begins training under the firm, moral guidance of a MMA master, where he learns how to fight... and how to avoid a fight. But it becomes obvious that a rematch will be inevitable if Jake wants to stop Ryan and his bullying, once and for all."
"20080656","날나리 종부전","20080522","110","임원국","박정아, 박진우, 장민호, 이원종, 김태호, 김고운, 이일화, 양금석, 이현미","Drama, Comedy, Science Fiction, Romance","12세이상관람가","https://image.tmdb.org/t/p/w500/gW6Cdcf7z8DOwJ09O4UOumQJEpq.jpg","Inspired by Shakespeare's classic of the same name. Beautiful and rich, Yeon-su (Park Jung-a) lives a life of freedom and indulgence, having any man she wants. That is, until she meets and falls for her polar opposite in Jung-do, an awkward and polite young gentleman. Meeting her future in-laws is a baptism by fire as she learns to become a proper lady. Little does she know that the family is actually the head of a notorious mob, setting up a blood feud."
"20080641","라스베가스에서만 생길 수 있는 일","20080529","98","톰 바우건","카메론 디아즈, 애쉬튼 커처","Comedy, Romance","15세이상관람가","https://image.tmdb.org/t/p/w500/x3yN37OKHOzqnwa5sum8Ut4nobY.jpg","During a wild vacation in Las Vegas, career woman Joy McNally and playboy Jack Fuller come to the sober realization that they have married each other after a night of drunken abandon. They are then compelled, for legal reasons, to live life as a couple for a limited period of time. At stake is a large amount of money."
